contrato;obra;sequencia_do_trecho;rodovia;descricao_rodovia;descricao_trecho;km_inicial;km_final
PRC-22.034/2017-C;Obra 1;7;MG060 ;VIANÓPOLIS-ESMERALDAS-POMPEU-ABAETÉ-SÃO G ABAETÉ-BR365;;191,5;235,0
PRC-22.034/2017-C;Obra 1;8;MG060 ;VIANÓPOLIS-ESMERALDAS-POMPEU-ABAETÉ-SÃO G ABAETÉ-BR365;;248,3;280,1
PRC-22.034/2017-C;Obra 1;9;LMG793;ENTR MGC352 (ABAETÉ)-ENTR MG176 (QUARTEL GERAL);;0,0;5,3
PRC-22.034/2017-C;Obra 1;10;LMG794;ENTR MG176-ESTRELA DO INDAIÁ;;0,0;15,2
PRC-22.034/2017-C;Obra 1;11;LMG794;ENTR MG176-ESTRELA DO INDAIÁ;;16,1;18,9
PRC-22.034/2017-C;Obra 1;12;MG235 ;IBIÁ-SÃO GOTARDO-SERRA DA SAUDADE-MG176;;0,0;30,3
PRC-22.034/2017-C;Obra 1;13;CMG352;GOIÂNIA-IPAMERI-PATOS DE MINAS-ABAETÉ-PITANGUÍ-PARÁ DE MINAS;;333,4;365,3
PRC-22.034/2017-C;Obra 1;14;MG164 ;FELIXLÂNDIA-POMPÉU-BOM DESPACHO-ITAPECERICA-CANDEIAS-BR354;;15,6;60,6
PRC-22.034/2017-C;Obra 1;15;MG164 ;FELIXLÂNDIA-POMPÉU-BOM DESPACHO-ITAPECERICA-CANDEIAS-BR354;;64,7;90,6
PRC-22.034/2017-C;Obra 1;16;AMG900;ACESSO;ENTR MG060/BR352  - ABAETÉ (PONTE);0,0;2,8
PRC-22.034/2017-C;Obra 1;17;AMG900;ACESSO;ENTR BR352  - INÍCIO PERÍMETRO URBANO ALBERT ISAACSON;0,0;2,0
PRC-22.034/2017-C;Obra 1;19;MG415 ;BIQUINHAS (MG060)-MORADA NOVA DE MINAS;;32,1;49,0
PRC-22.034/2017-C;Obra 1;20;MG060 ;VIANÓPOLIS-ESMERALDAS-POMPEU-ABAETÉ-SÃO G ABAETÉ-BR365;;282,0;298,1
PRC-22.034/2017-C;Obra 1;21;MG235 ;IBIÁ-SÃO GOTARDO-SERRA DA SAUDADE-MG176;;31,4;74,6
PRC-22.034/2017-C;Obra 1;22;MG164 ;FELIXLÂNDIA-POMPÉU-BOM DESPACHO-ITAPECERICA-CANDEIAS-BR354;;95,0;138,17
PRC-22.034/2017-C;Obra 1;23;MG164 ;FELIXLÂNDIA-POMPÉU-BOM DESPACHO-ITAPECERICA-CANDEIAS-BR354;;148,6;150,7
PRC-22.034/2017-D;Obra 1;2;MG415 ;BIQUINHAS (MG060)-MORADA NOVA DE MINAS;;2,0;29,2
PRC-22.034/2017-D;Obra 1;3;MG420 ;POMPÉU-BR040;;0,0;42,9
PRC-22.034/2017-D;Obra 1;4;MG176 ;ABAETÉ-DORES DO INDAIÁ-LUZ-MG341;;0,0;82,8
PRC-22.034/2017-D;Obra 1;5;MG060 ;VIANÓPOLIS-ESMERALDAS-POMPEU-ABAETÉ-SÃO G ABAETÉ-BR365;;168,6;188,4
PRC-22.034/2017-D;Obra 1;6;LMG762;ABAETÉ-PORTO SÃO VICENTE;;0,0;36,5
PRC-22.034/2017-D;Obra 1;7;MG060 ;VIANÓPOLIS-ESMERALDAS-POMPEU-ABAETÉ-SÃO G ABAETÉ-BR365;;191,5;235,0
PRC-22.034/2017-D;Obra 1;8;MG060 ;VIANÓPOLIS-ESMERALDAS-POMPEU-ABAETÉ-SÃO G ABAETÉ-BR365;;248,3;280,1
PRC-22.034/2017-D;Obra 1;9;LMG793;ENTR MGC352 (ABAETÉ)-ENTR MG176 (QUARTEL GERAL);;0,0;5,3
PRC-22.034/2017-D;Obra 1;10;LMG794;ENTR MG176-ESTRELA DO INDAIÁ;;0,0;15,2
PRC-22.034/2017-D;Obra 1;11;LMG794;ENTR MG176-ESTRELA DO INDAIÁ;;16,1;18,9
PRC-22.034/2017-D;Obra 1;12;MG235 ;IBIÁ-SÃO GOTARDO-SERRA DA SAUDADE-MG176;;0,0;30,3
PRC-22.034/2017-D;Obra 1;13;CMG352;GOIÂNIA-IPAMERI-PATOS DE MINAS-ABAETÉ-PITANGUÍ-PARÁ DE MINAS;;333,4;365,3
PRC-22.034/2017-D;Obra 1;14;MG164 ;FELIXLÂNDIA-POMPÉU-BOM DESPACHO-ITAPECERICA-CANDEIAS-BR354;;15,6;60,6
PRC-22.034/2017-D;Obra 1;15;MG164 ;FELIXLÂNDIA-POMPÉU-BOM DESPACHO-ITAPECERICA-CANDEIAS-BR354;;64,7;90,6
PRC-22.034/2017-D;Obra 1;16;AMG900;ACESSO;ENTR MG060/BR352  - ABAETÉ (PONTE);0,0;2,8
PRC-22.034/2017-D;Obra 1;17;AMG900;ACESSO;ENTR BR352  - INÍCIO PERÍMETRO URBANO ALBERT ISAACSON;0,0;2,0
PRC-22.034/2017-D;Obra 1;19;MG415 ;BIQUINHAS (MG060)-MORADA NOVA DE MINAS;;32,1;49,0
PRC-22.034/2017-D;Obra 1;20;MG060 ;VIANÓPOLIS-ESMERALDAS-POMPEU-ABAETÉ-SÃO G ABAETÉ-BR365;;282,0;298,1
PRC-22.034/2017-D;Obra 1;21;MG235 ;IBIÁ-SÃO GOTARDO-SERRA DA SAUDADE-MG176;;31,4;74,6
PRC-22.034/2017-D;Obra 1;22;MG164 ;FELIXLÂNDIA-POMPÉU-BOM DESPACHO-ITAPECERICA-CANDEIAS-BR354;;95,0;138,17
PRC-22.034/2017-D;Obra 1;23;MG164 ;FELIXLÂNDIA-POMPÉU-BOM DESPACHO-ITAPECERICA-CANDEIAS-BR354;;148,6;150,7
PRC-22.034/2017-E;Obra 1;2;MG415 ;BIQUINHAS (MG060)-MORADA NOVA DE MINAS;;2,0;29,2
PRC-22.034/2017-E;Obra 1;3;MG420 ;POMPÉU-BR040;;0,0;42,9
PRC-22.034/2017-E;Obra 1;4;MG176 ;ABAETÉ-DORES DO INDAIÁ-LUZ-MG341;;0,0;82,8
PRC-22.034/2017-E;Obra 1;5;MG060 ;VIANÓPOLIS-ESMERALDAS-POMPEU-ABAETÉ-SÃO G ABAETÉ-BR365;;168,6;188,4
PRC-22.034/2017-E;Obra 1;6;LMG762;ABAETÉ-PORTO SÃO VICENTE;;0,0;36,5
PRC-22.034/2017-E;Obra 1;7;MG060 ;VIANÓPOLIS-ESMERALDAS-POMPEU-ABAETÉ-SÃO G ABAETÉ-BR365;;191,5;235,0
PRC-22.034/2017-E;Obra 1;8;MG060 ;VIANÓPOLIS-ESMERALDAS-POMPEU-ABAETÉ-SÃO G ABAETÉ-BR365;;248,3;280,1
PRC-22.034/2017-E;Obra 1;9;LMG793;ENTR MGC352 (ABAETÉ)-ENTR MG176 (QUARTEL GERAL);;0,0;5,3
PRC-22.034/2017-E;Obra 1;10;LMG794;ENTR MG176-ESTRELA DO INDAIÁ;;0,0;15,2
PRC-22.034/2017-E;Obra 1;11;LMG794;ENTR MG176-ESTRELA DO INDAIÁ;;16,1;18,9
PRC-22.034/2017-E;Obra 1;12;MG235 ;IBIÁ-SÃO GOTARDO-SERRA DA SAUDADE-MG176;;0,0;30,3
PRC-22.034/2017-E;Obra 1;13;CMG352;GOIÂNIA-IPAMERI-PATOS DE MINAS-ABAETÉ-PITANGUÍ-PARÁ DE MINAS;;333,4;365,3
PRC-22.034/2017-E;Obra 1;14;MG164 ;FELIXLÂNDIA-POMPÉU-BOM DESPACHO-ITAPECERICA-CANDEIAS-BR354;;15,6;60,6
PRC-22.034/2017-E;Obra 1;15;MG164 ;FELIXLÂNDIA-POMPÉU-BOM DESPACHO-ITAPECERICA-CANDEIAS-BR354;;64,7;90,6
PRC-22.034/2017-E;Obra 1;16;AMG900;ACESSO;ENTR MG060/BR352  - ABAETÉ (PONTE);0,0;2,8
PRC-22.034/2017-E;Obra 1;17;AMG900;ACESSO;ENTR BR352  - INÍCIO PERÍMETRO URBANO ALBERT ISAACSON;0,0;2,0
PRC-22.034/2017-E;Obra 1;19;MG415 ;BIQUINHAS (MG060)-MORADA NOVA DE MINAS;;32,1;49,0
PRC-22.034/2017-E;Obra 1;20;MG060 ;VIANÓPOLIS-ESMERALDAS-POMPEU-ABAETÉ-SÃO G ABAETÉ-BR365;;282,0;298,1
PRC-22.034/2017-E;Obra 1;21;MG235 ;IBIÁ-SÃO GOTARDO-SERRA DA SAUDADE-MG176;;31,4;74,6
PRC-22.034/2017-E;Obra 1;22;MG164 ;FELIXLÂNDIA-POMPÉU-BOM DESPACHO-ITAPECERICA-CANDEIAS-BR354;;95,0;138,17
PRC-22.034/2017-E;Obra 1;23;MG164 ;FELIXLÂNDIA-POMPÉU-BOM DESPACHO-ITAPECERICA-CANDEIAS-BR354;;148,6;150,7
PRC-22.035/2017-C;Obra 1;1;MG105 ;PEDRA AZUL-JOAÍMA-PAVÃO-CARLOS CHAGAS-BR418;;56,6;82,2
PRC-22.035/2017-C;Obra 1;2;MG105 ;PEDRA AZUL-JOAÍMA-PAVÃO-CARLOS CHAGAS-BR418;;84,7;116,5
PRC-22.035/2017-C;Obra 1;3;MG105 ;PEDRA AZUL-JOAÍMA-PAVÃO-CARLOS CHAGAS-BR418;;117,2;144,6
PRC-22.035/2017-C;Obra 1;4;MG205 ;FRONTEIRA DOS VALES-RIO DO PRADO-SANTO A DO JACINTO;;51,0;74,1
PRC-22.035/2017-C;Obra 1;5;MG205 ;FRONTEIRA DOS VALES-RIO DO PRADO-SANTO A DO JACINTO;;76,0;104,5
PRC-22.035/2017-C;Obra 1;6;MG405 ;DIV BA/MG-JACINTO-SANTO ANTÔNIO DO JACINTO;;52,8;114,6
PRC-22.035/2017-C;Obra 1;7;MG406 ;RIO DO PRADO-RUBIM-ALMENARA-PEDRA GRANDE;;35,0;72,0
PRC-22.035/2017-C;Obra 1;8;MG406 ;RIO DO PRADO-RUBIM-ALMENARA-PEDRA GRANDE;;74,0;109,9
PRC-22.035/2017-C;Obra 1;9;MG406 ;RIO DO PRADO-RUBIM-ALMENARA-PEDRA GRANDE;;110,3;140,0
PRC-22.035/2017-C;Obra 1;10;LMG642;ENTR MGC367/MG405-SANTA MARIA DO SALTO;;0,0;17,7
PRC-22.035/2017-C;Obra 1;11;LMG666;ENTR MG205-ENTR BR367 (JEQUITINHONHA);;0,0;46,5
PRC-22.035/2017-C;Obra 1;12;LMG682;BERTÓPOLIS-MACHACALIS-ÁGUAS FORMOSAS;;0,0;19,1
PRC-22.035/2017-C;Obra 1;13;LMG682;BERTÓPOLIS-MACHACALIS-ÁGUAS FORMOSAS;;21,0;46,6
PRC-22.035/2017-C;Obra 1;14;LMG686;MACHACALIS-UMBURATIBA-DIVISA MG/BA;;1,2;29,0
PRC-22.035/2017-C;Obra 1;15;LMG686;MACHACALIS-UMBURATIBA-DIVISA MG/BA;;31,0;34,8
PRC-22.035/2017-C;Obra 1;16;AMG900;ACESSO;ENTR LMG682 - SANTA HELENA DE MINAS;0,0;17,2
PRC-22.035/2017-D;Obra 1;1;MG105 ;PEDRA AZUL-JOAÍMA-PAVÃO-CARLOS CHAGAS-BR418;;56,6;82,2
PRC-22.035/2017-D;Obra 1;2;MG105 ;PEDRA AZUL-JOAÍMA-PAVÃO-CARLOS CHAGAS-BR418;;84,7;116,5
PRC-22.035/2017-D;Obra 1;3;MG105 ;PEDRA AZUL-JOAÍMA-PAVÃO-CARLOS CHAGAS-BR418;;117,2;144,6
PRC-22.035/2017-D;Obra 1;4;MG205 ;FRONTEIRA DOS VALES-RIO DO PRADO-SANTO A DO JACINTO;;51,0;74,1
PRC-22.035/2017-D;Obra 1;5;MG205 ;FRONTEIRA DOS VALES-RIO DO PRADO-SANTO A DO JACINTO;;76,0;104,5
PRC-22.035/2017-D;Obra 1;6;MG405 ;DIV BA/MG-JACINTO-SANTO ANTÔNIO DO JACINTO;;52,8;114,6
PRC-22.035/2017-D;Obra 1;7;MG406 ;RIO DO PRADO-RUBIM-ALMENARA-PEDRA GRANDE;;35,0;72,0
PRC-22.035/2017-D;Obra 1;8;MG406 ;RIO DO PRADO-RUBIM-ALMENARA-PEDRA GRANDE;;74,0;109,9
PRC-22.035/2017-D;Obra 1;9;MG406 ;RIO DO PRADO-RUBIM-ALMENARA-PEDRA GRANDE;;110,3;140,0
PRC-22.035/2017-D;Obra 1;10;LMG642;ENTR MGC367/MG405-SANTA MARIA DO SALTO;;0,0;17,7
PRC-22.035/2017-D;Obra 1;11;LMG666;ENTR MG205-ENTR BR367 (JEQUITINHONHA);;0,0;46,5
PRC-22.035/2017-D;Obra 1;12;LMG682;BERTÓPOLIS-MACHACALIS-ÁGUAS FORMOSAS;;0,0;19,1
PRC-22.035/2017-D;Obra 1;13;LMG682;BERTÓPOLIS-MACHACALIS-ÁGUAS FORMOSAS;;21,0;46,6
PRC-22.035/2017-D;Obra 1;14;LMG686;MACHACALIS-UMBURATIBA-DIVISA MG/BA;;1,2;29,0
PRC-22.035/2017-D;Obra 1;15;LMG686;MACHACALIS-UMBURATIBA-DIVISA MG/BA;;31,0;34,8
PRC-22.035/2017-D;Obra 1;16;AMG900;ACESSO;ENTR LMG682 - SANTA HELENA DE MINAS;0,0;17,2
PRC-22.035/2017-E;Obra 1;1;MG105 ;PEDRA AZUL-JOAÍMA-PAVÃO-CARLOS CHAGAS-BR418;;56,6;82,2
PRC-22.035/2017-E;Obra 1;2;MG105 ;PEDRA AZUL-JOAÍMA-PAVÃO-CARLOS CHAGAS-BR418;;84,7;116,5
PRC-22.035/2017-E;Obra 1;3;MG105 ;PEDRA AZUL-JOAÍMA-PAVÃO-CARLOS CHAGAS-BR418;;117,2;144,6
PRC-22.035/2017-E;Obra 1;4;MG205 ;FRONTEIRA DOS VALES-RIO DO PRADO-SANTO A DO JACINTO;;51,0;74,1
PRC-22.035/2017-E;Obra 1;5;MG205 ;FRONTEIRA DOS VALES-RIO DO PRADO-SANTO A DO JACINTO;;76,0;104,5
PRC-22.035/2017-E;Obra 1;6;MG405 ;DIV BA/MG-JACINTO-SANTO ANTÔNIO DO JACINTO;;52,8;114,6
PRC-22.035/2017-E;Obra 1;7;MG406 ;RIO DO PRADO-RUBIM-ALMENARA-PEDRA GRANDE;;35,0;72,0
PRC-22.035/2017-E;Obra 1;8;MG406 ;RIO DO PRADO-RUBIM-ALMENARA-PEDRA GRANDE;;74,0;109,9
PRC-22.035/2017-E;Obra 1;9;MG406 ;RIO DO PRADO-RUBIM-ALMENARA-PEDRA GRANDE;;110,3;140,0
PRC-22.035/2017-E;Obra 1;10;LMG642;ENTR MGC367/MG405-SANTA MARIA DO SALTO;;0,0;17,7
PRC-22.035/2017-E;Obra 1;11;LMG666;ENTR MG205-ENTR BR367 (JEQUITINHONHA);;0,0;46,5
PRC-22.035/2017-E;Obra 1;12;LMG682;BERTÓPOLIS-MACHACALIS-ÁGUAS FORMOSAS;;0,0;19,1
PRC-22.035/2017-E;Obra 1;13;LMG682;BERTÓPOLIS-MACHACALIS-ÁGUAS FORMOSAS;;21,0;46,6
PRC-22.035/2017-E;Obra 1;14;LMG686;MACHACALIS-UMBURATIBA-DIVISA MG/BA;;1,2;29,0
PRC-22.035/2017-E;Obra 1;15;LMG686;MACHACALIS-UMBURATIBA-DIVISA MG/BA;;31,0;34,8
PRC-22.035/2017-E;Obra 1;16;AMG900;ACESSO;ENTR LMG682 - SANTA HELENA DE MINAS;0,0;17,2
PRC-22.037/2017-C;Obra 1;2;MG307 ;BR251-GRÃO MOGOL-CRISTÁLIA-MGT367;;0,0;69,4
PRC-22.037/2017-C;Obra 1;3;MG308 ;MONTES CLAROS-JURAMENTO-ITACAMBIRA-TURMALINA-CAPELINHA;;3,0;95,4
PRC-22.037/2017-C;Obra 1;4;CMG451;BR135 (BOCAIÚVA)-OLHOS D ÁGUA-CARBONITA-SÃO PEDRO DO SUAÇUÍ-GOVERNADOR VALADARES;;0,0;63,7
PRC-22.037/2017-C;Obra 1;5;MG208 ;BR365-JEQUITAÍ-ENGENHEIRO NAVARRO-BR135;;0,0;67,8
PRC-22.037/2017-C;Obra 1;6;LMG502;ENTR BR122-ENTR BR135 ;;0,0;8,6
PRC-22.037/2017-C;Obra 1;7;LMG611;ENTR BR365 - ENTR LMG656 - CORAÇÃO DE JESUS;;0,0;34,4
PRC-22.037/2017-C;Obra 1;8;LMG651;BOCAIÚVA / GUARACIAMA;;0,0;22,8
PRC-22.037/2017-C;Obra 1;9;LMG653;ENTR MGC135  (P/JANUÁRIA)-ENTR BR135  (P/BOCAIÚVA)-ENTR BR365 (P/PIRAPORA);;8,6;26,9
PRC-22.037/2017-C;Obra 1;10;LMG654;BRASÍLIA DE MINAS-CORAÇÃO DE JESUS-SÃO JOÃO DA VEREDA-ENTR BR365 (MONTES CLAROS);;56,1;120,3
PRC-22.037/2017-C;Obra 1;11;LMG655;ENTR MG307-BOTUMIRIM;;0,0;51,4
PRC-22.037/2017-C;Obra 1;12;LMG656;SÃO JOÃO DA LAGOA-LAGOA DOS PATOS;;0,0;40,2
PRC-22.037/2017-C;Obra 1;13;LMG657;ENTR. ANEL RODOVIÁRIO NORTE (M. CLAROS) / SÃO PEDRO DAS GARÇAS;;0,0;60,5
PRC-22.037/2017-C;Obra 1;14;LMG679;ENTR BR365-CLARO DOS POÇÕES;;0,0;17,0
PRC-22.037/2017-C;Obra 1;15;LMG890;MG208 - BR135;;0,0;3,6
PRC-22.037/2017-C;Obra 1;16;AMG900;ACESSO;ENTR BR251 - ENTR LMG655 (P/ ADÃO COLARES);0,0;37,1
PRC-22.037/2017-C;Obra 1;17;CMG122;DIV BA/MG- MATO VERDE-JANAUBA-MONTES CLAROS;;230,1;260,6
PRC-22.037/2017-C;Obra 1;18;CMG135;DIV BA/MG- MONTALVÂNIA-JANUÁRIA-MONTES CLAROS-CURVELO-CORDISBURGO-BELO HORIZONTE;;308,2;362,5
PRC-22.037/2017-C;Obra 1;19;AMG900;ACESSO;ENTR BR365 - VISTA ALEGRE;0,0;1,0
PRC-22.037/2017-C;Obra 1;20;AMG900;ACESSO;ENTR MGC451 - OLHOS D ÁGUA;0,0;2,0
PRC-22.037/2017-C;Obra 1;21;AMG900;ACESSO;ENTR BR135 - JOAQUIM FELÍCIO;0,0;2,6
PRC-22.037/2017-C;Obra 1;22;AMG900;ACESSO;ENTR MG308 - GLAUCILÂNDIA;0,0;4,2
PRC-22.037/2017-C;Obra 1;23;AMG900;ACESSO;ENTR MG307 - GRÃO MOGOL;0,0;2,1
PRC-22.037/2017-C;Obra 1;24;AMG900;ACESSO;ENTR BR 135 - ENGENHEIRO NAVARRO;0,0;1,4
PRC-22.037/2017-D;Obra 1;2;MG307 ;BR251-GRÃO MOGOL-CRISTÁLIA-MGT367;;0,0;69,4
PRC-22.037/2017-D;Obra 1;3;MG308 ;MONTES CLAROS-JURAMENTO-ITACAMBIRA-TURMALINA-CAPELINHA;;3,0;95,4
PRC-22.037/2017-D;Obra 1;4;CMG451;BR135 (BOCAIÚVA)-OLHOS D ÁGUA-CARBONITA-SÃO PEDRO DO SUAÇUÍ-GOVERNADOR VALADARES;;0,0;63,7
PRC-22.037/2017-D;Obra 1;5;MG208 ;BR365-JEQUITAÍ-ENGENHEIRO NAVARRO-BR135;;0,0;67,8
PRC-22.037/2017-D;Obra 1;6;LMG502;ENTR BR122-ENTR BR135 ;;0,0;8,6
PRC-22.037/2017-D;Obra 1;7;LMG611;ENTR BR365 - ENTR LMG656 - CORAÇÃO DE JESUS;;0,0;34,4
PRC-22.037/2017-D;Obra 1;8;LMG651;BOCAIÚVA / GUARACIAMA;;0,0;22,8
PRC-22.037/2017-D;Obra 1;9;LMG653;ENTR MGC135  (P/JANUÁRIA)-ENTR BR135  (P/BOCAIÚVA)-ENTR BR365 (P/PIRAPORA);;8,6;26,9
PRC-22.037/2017-D;Obra 1;10;LMG654;BRASÍLIA DE MINAS-CORAÇÃO DE JESUS-SÃO JOÃO DA VEREDA-ENTR BR365 (MONTES CLAROS);;56,1;120,3
PRC-22.037/2017-D;Obra 1;11;LMG655;ENTR MG307-BOTUMIRIM;;0,0;51,4
PRC-22.037/2017-D;Obra 1;12;LMG656;SÃO JOÃO DA LAGOA-LAGOA DOS PATOS;;0,0;40,2
PRC-22.037/2017-D;Obra 1;13;LMG657;ENTR. ANEL RODOVIÁRIO NORTE (M. CLAROS) / SÃO PEDRO DAS GARÇAS;;0,0;60,5
PRC-22.037/2017-D;Obra 1;14;LMG679;ENTR BR365-CLARO DOS POÇÕES;;0,0;17,0
PRC-22.037/2017-D;Obra 1;15;LMG890;MG208 - BR135;;0,0;3,6
PRC-22.037/2017-D;Obra 1;16;AMG900;ACESSO;ENTR BR251 - ENTR LMG655 (P/ ADÃO COLARES);0,0;37,1
PRC-22.037/2017-D;Obra 1;17;CMG122;DIV BA/MG- MATO VERDE-JANAUBA-MONTES CLAROS;;230,1;260,6
PRC-22.037/2017-D;Obra 1;18;CMG135;DIV BA/MG- MONTALVÂNIA-JANUÁRIA-MONTES CLAROS-CURVELO-CORDISBURGO-BELO HORIZONTE;;308,2;362,5
PRC-22.037/2017-D;Obra 1;19;AMG900;ACESSO;ENTR BR365 - VISTA ALEGRE;0,0;1,0
PRC-22.037/2017-D;Obra 1;20;AMG900;ACESSO;ENTR MGC451 - OLHOS D ÁGUA;0,0;2,0
PRC-22.037/2017-D;Obra 1;21;AMG900;ACESSO;ENTR BR135 - JOAQUIM FELÍCIO;0,0;2,6
PRC-22.037/2017-D;Obra 1;22;AMG900;ACESSO;ENTR MG308 - GLAUCILÂNDIA;0,0;4,2
PRC-22.037/2017-D;Obra 1;23;AMG900;ACESSO;ENTR MG307 - GRÃO MOGOL;0,0;2,1
PRC-22.037/2017-D;Obra 1;24;AMG900;ACESSO;ENTR BR 135 - ENGENHEIRO NAVARRO;0,0;1,4
PRC-22.037/2017-E;Obra 1;2;MG307 ;BR251-GRÃO MOGOL-CRISTÁLIA-MGT367;;0,0;69,4
PRC-22.037/2017-E;Obra 1;3;MG308 ;MONTES CLAROS-JURAMENTO-ITACAMBIRA-TURMALINA-CAPELINHA;;3,0;95,4
PRC-22.037/2017-E;Obra 1;4;CMG451;BR135 (BOCAIÚVA)-OLHOS D ÁGUA-CARBONITA-SÃO PEDRO DO SUAÇUÍ-GOVERNADOR VALADARES;;0,0;63,7
PRC-22.037/2017-E;Obra 1;5;MG208 ;BR365-JEQUITAÍ-ENGENHEIRO NAVARRO-BR135;;0,0;67,8
PRC-22.037/2017-E;Obra 1;6;LMG502;ENTR BR122-ENTR BR135 ;;0,0;8,6
PRC-22.037/2017-E;Obra 1;7;LMG611;ENTR BR365 - ENTR LMG656 - CORAÇÃO DE JESUS;;0,0;34,4
PRC-22.037/2017-E;Obra 1;8;LMG651;BOCAIÚVA / GUARACIAMA;;0,0;22,8
PRC-22.037/2017-E;Obra 1;9;LMG653;ENTR MGC135  (P/JANUÁRIA)-ENTR BR135  (P/BOCAIÚVA)-ENTR BR365 (P/PIRAPORA);;8,6;26,9
PRC-22.037/2017-E;Obra 1;10;LMG654;BRASÍLIA DE MINAS-CORAÇÃO DE JESUS-SÃO JOÃO DA VEREDA-ENTR BR365 (MONTES CLAROS);;56,1;120,3
PRC-22.037/2017-E;Obra 1;11;LMG655;ENTR MG307-BOTUMIRIM;;0,0;51,4
PRC-22.037/2017-E;Obra 1;12;LMG656;SÃO JOÃO DA LAGOA-LAGOA DOS PATOS;;0,0;40,2
PRC-22.037/2017-E;Obra 1;13;LMG657;ENTR. ANEL RODOVIÁRIO NORTE (M. CLAROS) / SÃO PEDRO DAS GARÇAS;;0,0;60,5
PRC-22.037/2017-E;Obra 1;14;LMG679;ENTR BR365-CLARO DOS POÇÕES;;0,0;17,0
PRC-22.037/2017-E;Obra 1;15;LMG890;MG208 - BR135;;0,0;3,6
PRC-22.037/2017-E;Obra 1;16;AMG900;ACESSO;ENTR BR251 - ENTR LMG655 (P/ ADÃO COLARES);0,0;37,1
PRC-22.037/2017-E;Obra 1;17;CMG122;DIV BA/MG- MATO VERDE-JANAUBA-MONTES CLAROS;;230,1;260,6
PRC-22.037/2017-E;Obra 1;18;CMG135;DIV BA/MG- MONTALVÂNIA-JANUÁRIA-MONTES CLAROS-CURVELO-CORDISBURGO-BELO HORIZONTE;;308,2;362,5
PRC-22.037/2017-E;Obra 1;19;AMG900;ACESSO;ENTR BR365 - VISTA ALEGRE;0,0;1,0
PRC-22.037/2017-E;Obra 1;20;AMG900;ACESSO;ENTR MGC451 - OLHOS D ÁGUA;0,0;2,0
PRC-22.037/2017-E;Obra 1;21;AMG900;ACESSO;ENTR BR135 - JOAQUIM FELÍCIO;0,0;2,6
PRC-22.037/2017-E;Obra 1;22;AMG900;ACESSO;ENTR MG308 - GLAUCILÂNDIA;0,0;4,2
PRC-22.037/2017-E;Obra 1;23;AMG900;ACESSO;ENTR MG307 - GRÃO MOGOL;0,0;2,1
PRC-22.037/2017-E;Obra 1;24;AMG900;ACESSO;ENTR BR 135 - ENGENHEIRO NAVARRO;0,0;1,4
PRC-22.038/2012;Obra 1;1;LMG760;ENTR MG425 (CAVA GRANDE)-ENTR MG320 (SÃO JOSÉ GOIABAL);;0,0;57,077
PRC-22.038/2012;Obra 2;1;LMG760;ENTR MG425 (CAVA GRANDE)-ENTR MG320 (SÃO JOSÉ GOIABAL);;29,74;29,74
PRC-22.038/2012;Obra 3;1;LMG760;ENTR MG425 (CAVA GRANDE)-ENTR MG320 (SÃO JOSÉ GOIABAL);;14,565;14,565
PRC-22.038/2012;Obra 4;1;LMG760;ENTR MG425 (CAVA GRANDE)-ENTR MG320 (SÃO JOSÉ GOIABAL);;38,4;38,4
PRC-22.038/2012;Obra 5;1;LMG760;ENTR MG425 (CAVA GRANDE)-ENTR MG320 (SÃO JOSÉ GOIABAL);;0,308;0,308
PRC-22.038/2017-B;Obra 1;2;MG415 ;BIQUINHAS (MG060)-MORADA NOVA DE MINAS;;49,0;68,0
PRC-22.038/2017-B;Obra 1;3;MG421 ;CORDISBURGO-GRUTA DO MAQUINÉ;;0,0;5,1
PRC-22.038/2017-B;Obra 1;4;LMG728;ENTR BR259 (INIMUTABA)-SENHORA DA GLÓRIA-MONJOLOS;;0,0;52,6
PRC-22.038/2017-B;Obra 1;5;CMG496;PIRAPORA-VÁRZEA DA PALMA-CORINTO;;112,0;135,8
PRC-22.038/2017-B;Obra 1;6;LMG754;ENTR BR259 (CURVELO)-CORDISBURGO;;0,0;2,7
PRC-22.038/2017-B;Obra 1;7;MG220 ;TRÊS MARIA-CORINTO-SANTO HIPÓLITO-CONS MATA-BR367;;111,8;192,1
PRC-22.038/2017-B;Obra 1;8;MG231 ;BR040-CORDISBURGO-SANTANA DE PIRAPAMA;;0,0;39,5
PRC-22.038/2017-B;Obra 1;9;LMG807;JEQUITIBÁ-SANTANA DE PIRAPAMA-ENTR BR259 (P JUSCELINO);;38,0;88,8
PRC-22.038/2017-B;Obra 1;10;MG220 ;TRÊS MARIA-CORINTO-SANTO HIPÓLITO-CONS MATA-BR367;;62,7;111,8
PRC-22.038/2017-B;Obra 1;11;MG164 ;FELIXLÂNDIA-POMPÉU-BOM DESPACHO-ITAPECERICA-CANDEIAS-BR354;;5,1;15,6
PRC-22.038/2017-B;Obra 1;12;AMG900;ACESSO;ENTR CMG135  - SANTA BÁRBARA;0,0;12,0
PRC-22.038/2017-B;Obra 1;13;AMG900;ACESSO;ENTR CMG135 (A) (P/MONTES CLAROS)  - ENTR CMG259 (B) (CURVELO);0,0;14,6
PRC-22.038/2017-B;Obra 1;14;AMG900;ACESSO;ENTR CMG35 (CORINTO)  - TOMÁS GONZAGA;0,0;16,3
PRC-22.038/2017-B;Obra 1;15;AMG900;ACESSO;ENTR CMG135  - MORRO DA GARÇA;0,0;14,1
